0.096,0.014,0.7855548285528798
0.10200000000000001,0.001,0.8393731608236379
0.084,0.0015,0.886680416029979
0.008,0.006500000000000001,0.9932102935891252
0.058,0.007,0.9216296537007328
0.066,0.001,0.9309798817607919
0.078,0.018000000000000002,0.8173535130011659
0.065,0.155,0.2653102175649375
0.05,0.09,0.5539816275606086
0.134,0.016,0.6501112348950874
0.0,0.019,0.9954804335580452
0.085,0.17,0.18685302908851512
0.128,0.006500000000000001,0.7248197390037896
0.0,0.18,0.3462482059402819
0.19,0.04,0.35847712002492793
0.01,0.17500000000000002,0.33937621310039934
0.095,0.095,0.39569896860763487
0.155,0.16,0.11035841094430116
0.195,0.165,0.06887259219484207
0.078,0.001,0.9041063505145173
0.058,0.0035,0.9364341609354665
0.195,0.065,0.25759188958580626
0.12,0.12,0.24970060885813658
0.078,0.0015,0.9016833581027852
0.002,0.0145,0.9896741766245238
0.078,0.01,0.8591694762866356
0.14400000000000002,0.0,0.7081690864435992
0.018000000000000002,0.0035,0.990154320784743
0.07,0.045,0.7021524832961775
0.145,0.03,0.5377855346619028
0.01,0.0125,0.9829531588416934
0.018000000000000002,0.003,0.991037628918424
0.026000000000000002,0.0155,0.9503576014558772
0.065,0.065,0.6234751522046591
0.01,0.16,0.4004171036033053
0.02,0.01,0.9740488735774134
0.082,0.0115,0.8403820854719227
0.14200000000000002,0.0025,0.7003806051415887
0.01,0.004,0.9945660646949349
0.11800000000000001,0.0125,0.7236305881364888
0.1,0.085,0.42144404737120206
0.13,0.155,0.14896254493125052
0.006,0.0,0.999552701585117
0.026000000000000002,0.0145,0.9531086964079218
0.042,0.0035,0.9637640174092054
0.195,0.155,0.07938982364100086
0.136,0.0045000000000000005,0.7093059866633474
0.08,0.011,0.848557995824543
0.07200000000000001,0.001,0.9180490133060046
0.056,0.0175,0.8784414339330854
0.045,0.05,0.7630401850283558
0.036000000000000004,0.015,0.9326307305955821
0.13,0.001,0.7501821179837138
0.185,0.105,0.1696430607825634
0.156,0.0155,0.5785584887045007
0.1,0.006,0.8177028656828764
0.138,0.0175,0.6282065079748737
0.096,0.011,0.8021570402880885
0.038,0.0115,0.9421953292004109
0.084,0.006,0.8636197707476028
0.062,0.0175,0.8634376165669434
0.052000000000000005,0.006,0.9377831317837989
0.128,0.006,0.7277221841930221
0.0,0.0165,0.9969555692162704
0.044,0.001,0.9690674024617884
0.04,0.007,0.9549683066172899
0.11,0.14,0.21407633370123894
0.03,0.17,0.30542957987016905
0.055,0.095,0.5147034464704409
0.004,0.0155,0.9858766351967423
0.04,0.19,0.2217681067250798
0.078,0.0115,0.8514419445895615
0.022,0.0085,0.9753197319625964
0.08,0.0145,0.8301929471079776
0.165,0.025,0.4993606155459712
0.095,0.145,0.22794647650160926
0.074,0.0,0.9181748950267592
0.105,0.035,0.6403672531505606
0.012,0.0185,0.9684254820988747
