0.022,0.008,0.9746752376196112
0.051000000000000004,0.0080000000000000002,0.91120255757255897
0.068,0.14200000000000002,0.4345458882424448
0.09,0.11800000000000001,0.4113256448648807
0.0032,0.008,0.9963109223325504
0.013000000000000001,0.012400000000000001,0.9798003729411207
0.194,0.06,0.30004276911814487
0.134,0.064,0.4334053247116782
0.026000000000000002,0.17,0.6223937048105272
0.106,0.198,0.21391697992243974
0.014,0.15,0.7758622613363491
0.045,0.007200000000000001,0.9297008638057327
0.18,0.012,0.4591188215764785
0.18,0.11800000000000001,0.21108310868909547
0.013000000000000001,0.0132,0.9784697855682536
0.0024000000000000002,0.014,0.9937046145094645
0.138,0.028,0.5328521727337103
0.0196,0.0032,0.9865251707499787
0.198,0.008,0.426481638512148
0.47000000000000003,0.01,0.23083671185134852
0.074,0.046,0.6990585878155069
0.11800000000000001,0.14400000000000002,0.2769935298989918
0.059999999999999998,0.0055999999999999999,0.8927804882678001
0.186,0.1,0.2331413948015744
0.078,0.006,0.8317271430112387
0.0092,0.016,0.9806210667946827
0.004,0.116,0.9303965528402611
0.11,0.146,0.2905030883521298
0.18,0.14400000000000002,0.17114698156920147
0.026000000000000002,0.012400000000000001,0.9582357555173017
0.0012000000000000001,0.0004,0.999927890148196
0.054,0.062,0.7148663781651194
0.14200000000000002,0.01,0.581471410103729
0.066000000000000003,0.014800000000000001,0.84111573543501761
0.04,0.001,0.9587295748820998
0.09,0.018000000000000002,0.7426588812059126
0.11800000000000001,0.038,0.5671955774441182
0.14400000000000002,0.06,0.41598489903650676
0.176,0.14,0.18216579742665479
0.148,0.03,0.4941807530248237
0.068000000000000005,0.0172,0.82559546575416543
0.012,0.022,0.9664779073314561
0.04,0.176,0.48240142577121736
0.052000000000000005,0.17,0.4324526040328181
0.004,0.10200000000000001,0.9303965528402535
0.027,0.016,0.9475029815355623
0.106,0.092,0.43681660771033914
0.012,0.0016,0.9954119227510282
0.098,0.036000000000000004,0.6463369915923837
0.15,0.128,0.2437547044762621
0.10400000000000001,0.192,0.22734034410530315
0.024,0.162,0.6458097156693273
0.028,0.15,0.601731534873389
0.194,0.156,0.13972569677652177
0.186,0.004,0.4684743497705564
0.066000000000000003,0.0132,0.84684882681666873
0.182,0.182,0.12218372887620202
0.048,0.0188,0.8850193015358288
0.154,0.194,0.13797105146040733
0.11800000000000001,0.11800000000000001,0.3350525438411865
